ID,NAME,OWNER_NAME,STAGE_NAME,CLOSE_DATE,BOOKING_ARR_C,NON_COMMISSIONABLE_C,FISCAL_YEAR_QUARTER
006PC00000ai6d5YAA,Banyan Imports Renewal - omtech - July 2026-  Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-06,0.0,True,FY2027Q3
006PC00000ZqNWFYA3,"Shenzhen Hongzuo Network Technology Co., Ltd. Renewal - Monthly- Auto Renewal  ON  6",Janet Cheng,02 - Confirm Need,2026-09-06,0.0,True,FY2027Q3
006PC00000aztdxYAA,Bricom [Referral] | Sweetnight 甜秘密创新科技 | Exp | Ent (+1),Janet Cheng,02 - Confirm Need,2026-09-06,2028.0,False,FY2027Q3
0066R00000tFenoQAC,YCI Supermax Renewal - Monthly- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-07,0.0,True,FY2027Q3
006PC00000OOc9bYAD,WeCreat Renewal - wecreat - September 2026- Resell Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-07,0.0,True,FY2027Q3
006PC00000HLDbnYAH,"Beijing Tiertime Technology Co., Ltd. Renewal - Monthly- Auto Renewal  ON  2",Janet Cheng,02 - Confirm Need,2026-09-08,0.0,True,FY2027Q3
006PC00000ZqWRqYAN,Robooter 上海邦邦机器人 Renewal - Monthly- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-09,0.0,True,FY2027Q3
006PC00000MItcjYAD,VARON 迈睿思 Renewal - Monthly- Auto Renewal  ON  2,Janet Cheng,02 - Confirm Need,2026-09-09,0.0,True,FY2027Q3
006PC00000OZjZDYA1,UX168 创颖峻 Renewal - September 2026- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-11,0.0,True,FY2027Q3
006PC00000WlM13YAF,深圳市泰克时代科技有限公司 Renewal - kamoviz - September 2026- Resell Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-11,0.0,True,FY2027Q3
006PC00000LNTyrYAH,Worthfind International Limited. Renewal - Monthly- Auto Renewal  ON  3,Janet Cheng,02 - Confirm Need,2026-09-11,0.0,True,FY2027Q3
006PC00000BpoFyYAJ,GEVI Renewal - Monthly- Auto Renewal  ON  1,Janet Cheng,02 - Confirm Need,2026-09-12,0.0,True,FY2027Q3
006PC00000Td3lRYAR,上海品腾电子商务有限公司（LovelyWholesale） Renewal - Monthly- Auto Renewal  ON  10,Janet Cheng,02 - Confirm Need,2026-09-12,0.0,True,FY2027Q3
0066R00000pCscVQAS,大郎科技创新（肇庆）有限公司 Renewal - Monthly- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-13,0.0,True,FY2027Q3
0066R00000tFidaQAC,BikIng Renewal - Monthly- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-13,0.0,True,FY2027Q3
006PC00000bIVMeYAO,Siebre | Collectors | NB | Growth (4),Janet Cheng,02 - Confirm Need,2026-09-13,2990.3999999999996,False,FY2027Q3
006PC00000YYducYAD,Partner | Siebre Resell | 纵维立方科技 | Exp | Pro (+1),Janet Cheng,02 - Confirm Need,2026-09-14,966.0,False,FY2027Q3
0066R00000tFijjQAC,Creative Biolabs Renewal - Monthly- Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-15,0.0,True,FY2027Q3
006PC00000bVTBhYAO,Jackerysupport | CX | Exp | AR(20000),Janet Cheng,02 - Confirm Need,2026-09-18,48000.0,False,FY2027Q3
006PC00000cRyexYAC,景德镇汇芸糖信息科技有限公司 Renewal - torman - September 2026- Resell Auto Renewal  OFF,Janet Cheng,07 - Signed,2026-09-19,0.0,True,FY2027Q3
006PC00000awFYEYA2,Giikin | Exp | Suite Ent (20) #PD27,Janet Cheng,03 - Establish Value,2026-09-21,6084.0,False,FY2027Q3
006PC00000OvMzVYAV,DRINCOSH Renewal - September 2026- Auto Renewal  ON  1,Janet Cheng,02 - Confirm Need,2026-09-21,0.0,True,FY2027Q3
006PC00000XuzdiYAB,DESMAN | CX | NB | Growth (4),Janet Cheng,03 - Establish Value,2026-09-21,4272.0,False,FY2027Q3
006PC00000bpAjEYAU,KingSmith | Exp | Suite Growth (+2),Janet Cheng,02 - Confirm Need,2026-09-21,2136.0,False,FY2027Q3
006PC00000P44LCYAZ,Ecosusi Bagsmart Renewal - ecosusihelp - September 2026-  Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-25,0.0,True,FY2027Q3
006PC00000afQzVYAU,Partner | JM Resell | 上海赢他科技股份-Arbrest | Exp New ins (1),Janet Cheng,02 - Confirm Need,2026-09-28,966.0,False,FY2027Q3
006PC00000WlLplYAF,青木科技股份有限公司 Renewal - sibionics-support  - September 2026- Resell Auto Renewal  ON,Janet Cheng,02 - Confirm Need,2026-09-30,0.0,True,FY2027Q3
006PC00000aiLIYYA2,"Shandong Huaqing Technology Co., Ltd Renewal - outdoorsupport - October 2026- Resell Auto Renewal  ON",Janet Cheng,02 - Confirm Need,2026-10-01,0.0,True,FY2027Q3
006PC00000cDTxZYAW,StarMerx | CX | Exp (new instance) | Growth(20),Janet Cheng,02 - Confirm Need,2026-10-05,23160.0,False,FY2027Q3
006PC00000PWZijYAH,"China Daheng Group, Inc. Beijing Image Vision Technology Renewal - October 2026- Auto Renewal  ON  3",Janet Cheng,02 - Confirm Need,2026-10-06,0.0,True,FY2027Q3
006PC00000PeYUxYAN,UX168 创颖峻 Renewal - October 2026- Auto Renewal  ON  1,Janet Cheng,02 - Confirm Need,2026-10-08,0.0,True,FY2027Q3
006PC00000PmuHeYAJ,Hesung 深圳市和生创新科技有限公司 Renewal - October 2026- Auto Renewal  ON  3,Janet Cheng,02 - Confirm Need,2026-10-11,0.0,True,FY2027Q3
006PC00000LnU2VYAV,Enerson_深圳市埃诺森科技有限公司 Renewal -  - October 2025-  Auto Renewal  OFF,Janet Cheng,02 - Confirm Need,2026-10-11,0.0,True,FY2027Q3
006PC00000cVgmfYAC,Partner | JM Resell | SAJ 三晶电气 | Planshift,Janet Cheng,02 - Confirm Need,2026-10-12,49140.0,False,FY2027Q3
006PC00000aiq4bYAA,Siebre Resell | Mammotion 深圳库犸科技 | NB | Suite Ent (50),Janet Cheng,02 - Confirm Need,2026-10-19,70980.0,False,FY2027Q3
006PC00000c53AgYAI,Robotime | NB| Suite growth(7),Janet Cheng,02 - Confirm Need,2026-10-26,7476.0,False,FY2027Q3
006PC00000QSbthYAD,WOAN TECHNOLOGY LIMITED Renewal - switchbot - October 2026-  Auto Renewal  ON,Janet Cheng,05 - Secure Commitment,2026-10-28,0.0,True,FY2027Q3
006PC00000ceS6nYAE,ELEGOO 智能派 | NB | Suit Growth(20),Janet Cheng,02 - Confirm Need,2026-10-30,21360.0,False,FY2027Q3
006PC00000bBqqoYAC,iniu | EXP | Copilot,Janet Cheng,02 - Confirm Need,2026-10-31,3600.0,False,FY2027Q3
006PC00000YAKbNYAX,Narwal Trading | EXP | Copilot,Janet Cheng,02 - Confirm Need,2026-10-31,13200.000025009474,False,FY2027Q3
